"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process","55/242","1313/16604",5.37070584971214e-13,6.17111426989504e-11,4.38774814071559e-11,"Dio3/Tle6/Adra1a/Bmp7/Clu/Cobl/Col1a1/Cux2/Ecm1/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Hand2/Id2/Il15/Irx3/Isl1/Lrrn1/Smad6/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Pax8/Sct/Snai2/Spp1/Cpeb3/Tbx2/Stox1/Agap2/Tshr/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/Grem1/Lrrtm4/Shank1/Avpr1b/Amot/Olig2/Irf7/Heyl/Cacna2d2/Tbx20/Bambi/Atoh8/Bcl9l/Sytl2",55
"GO:0048518","GO:0048518","positive regulation of biological process","116/242","4415/16604",7.12000316491832e-13,7.9254535229497e-11,5.63510776802417e-11,"Unc5b/Dio3/Bmp3/Chrna3/Chrna6/Tle6/Adcyap1r1/Adra1a/Alx4/Aqp3/Barx2/Bmp7/Car7/Clu/Cobl/Col1a1/Cux2/Dcn/Ecm1/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Lum/Blnk/Smad6/Smad7/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Tbx2/Tbx3/Stox1/Agap2/Tec/Tnni2/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/A2m/Apob/Grem1/Rxfp3/Lrrtm4/Nfkbid/Shank1/Olfm2/Avpr1b/Irf5/Magel2/Amot/Lmcd1/Klk14/Lgr6/Rnf207/Olig2/Irf7/Rasa4/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Zcchc12/Svip/Bcl9l/Sp6/Sytl2/Wnt16",116
"GO:0048513","GO:0048513","organ development","83/242","2634/16604",1.0178100434188e-12,1.09861799232053e-10,7.81132684040074e-11,"Bmp3/Slc8a3/Adra1a/Alx3/Alx4/Barx1/Barx2/Bmp7/Cldn1/Clu/Col9a1/Col1a1/Dlx3/Ecm1/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Smad6/Smad7/Msx1/Msx2/Myf5/Nkx3-1/Nog/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Snai2/Spp1/Tbx2/Tbx3/Stox1/Agap2/Adamts2/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/P2rx2/Cyp26b1/Grem1/Plxna4/Nfkbid/Olig2/Irx5/Cyp26c1/Smad9/Heyl/Nupr1/Tbx20/Smoc1/Bambi/Prdm16/Fam101a/Bcl9l/Sp6/Wnt16",83
"GO:0048468","GO:0048468","cell development","65/242","1792/16604",1.77661160595782e-12,1.81728610126515e-10,1.29211571253404e-10,"Unc5a/Unc5b/Bmp3/Chrna3/Tle6/Bmp7/Clu/Cobl/Col1a1/Cux2/Nr2f1/Fgf15/Fgf4/Fgfr3/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Hand2/Hoxa13/Id1/Id2/Il15/Irx3/Isl1/Smad6/Msx1/Msx2/Myf5/Nbl1/Ngf/Nog/Nptx1/Pax8/Aldh1a2/Slc1a3/Snai2/Cpeb3/Unc5d/Tbx3/Wfikkn1/Tmod1/Tshr/Wisp1/Wnt4/Wnt7a/Wt1/P2rx2/Grem1/Grin3a/Plxna4/Shank1/Olig2/Irx5/Cyp26c1/Heyl/Cacna2d2/Lgi1/Tbx20/Bambi/Fam101a/Bcl9l/Wnt16",65
"GO:0007167","GO:0007167","enzyme linked receptor protein signaling pathway","39/242","731/16604",1.78565450713869e-12,1.81728610126515e-10,1.29211571253404e-10,"Bmp3/Chrna3/Dok4/Apod/Bmp7/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Gfra3/Hhip/Hoxa13/Id1/Igfbp5/Blnk/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Baiap2l2/Tec/Wnt4/Grem1/Grb14/Smad9/Tbx20/Bambi/Prdm16/Atoh8/Zcchc12/Bcl9l",39
"GO:0051216","GO:0051216","cartilage development","19/242","164/16604",3.2587536924567e-12,3.2243557368141e-10,2.29256180820199e-10,"Bmp3/Barx2/Bmp7/Col9a1/Col1a1/Fgf4/Fgfr3/Hand1/Hand2/Msx1/Msx2/Myf5/Nog/Prrx2/Snai2/Wnt7a/Grem1/Smad9/Fam101a",19
"GO:0010033","GO:0010033","response to organic substance","66/242","1874/16604",4.31492947925843e-12,4.15399427165366e-10,2.9535477459732e-10,"Chrnb4/Chrna3/Slc8a3/Adh1/Adra1a/Aqp3/Bmp7/Clu/Col1a1/Cux2/Ecm1/Nr2f1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gng8/Hhip/Hoxa13/Ibsp/Id1/Igfbp5/Smad6/Smad7/Mme/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax8/Pax9/Aldh1a2/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Trh/Tshr/Wnt4/Wnt7a/Wt1/P2rx2/Apob/Grem1/Grin3a/Avpr1b/Irf5/Grb14/Irf7/Smad9/Iigp1/Bambi/Prdm16/Zcchc12/Svip/Bcl9l",66
"GO:0048522","GO:0048522","positive regulation of cellular process","106/242","3952/16604",4.59875825270905e-12,4.31073076214464e-10,3.06498957230415e-10,"Unc5b/Bmp3/Chrna3/Chrna6/Tle6/Adcyap1r1/Adra1a/Alx4/Barx2/Bmp7/Car7/Clu/Cobl/Col1a1/Cux2/Dcn/Ecm1/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Lum/Blnk/Smad7/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Tec/Tnni2/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/Apob/Grem1/Rxfp3/Lrrtm4/Nfkbid/Shank1/Olfm2/Irf5/Magel2/Amot/Lmcd1/Klk14/Lgr6/Rnf207/Olig2/Irf7/Smad9/Heyl/Nupr1/Lgi1/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Svip/Bcl9l/Sp6/Wnt16",106
"GO:0048523","GO:0048523","negative regulation of cellular process","99/242","3563/16604",4.84114963154368e-12,4.42158333014323e-10,3.14380729109152e-10,"Unc5b/Adcyap1r1/Adra1a/Aebp1/Apod/Barx1/Barx2/Bmp7/Clu/Col1a1/Cux2/Ecm1/Nr2f1/Fgf15/Fgf4/Fgfr3/Gata3/Gata4/Gata6/Gdf10/Gng4/Hand1/Hand2/Hhip/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Papln/Smad6/Smad7/Msx1/Msx2/Msx3/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax8/Pax9/Peg3/Ptpru/Aldh1a2/Rasd1/Rgs5/Sct/Snai2/Spp1/Cpeb3/Abcc8/Tbx2/Tbx3/Wfikkn1/Agap2/Tle2/Tmod1/Trh/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/Cyp26b1/A2m/Grem1/Dusp5/Nfkbid/Shank1/Zfp354b/Magel2/Lmcd1/Klk14/Olig2/Grb14/Rasa4/Hpgds/Heyl/Nupr1/Tbx20/Isg20/Rnf128/Rprm/Bambi/Prdm16/Atoh8/Fam101a/Zbtb4/Svip/Bhlhe41/Bcl9l/Sytl2/Wnt16",99
"GO:0006357","GO:0006357","regulation of transcription from RNA polymerase II promoter","60/242","1611/16604",5.56306808529059e-12,4.95391212995127e-10,3.5223004771603e-10,"Bmp3/Aebp1/Alx4/Barx2/Bmp7/Cux2/Ecm1/Nr2f1/Evx1/Fgf4/Fgfr3/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Isl1/Lum/Smad6/Smad7/Msx1/Msx2/Msx3/Myf5/Nbl1/Nkx3-1/Nog/Pax1/Pax8/Pax9/Peg3/Snai2/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Wnt7a/Wt1/Prdm13/Grem1/Irf5/Zfp354b/Lmcd1/Olig2/Irf7/Smad9/Heyl/Tbx20/Prdm16/Zcchc12/Zbtb4/Bhlhe41/Bcl9l/Sp6",60
"GO:0061448","GO:0061448","connective tissue development","21/242","215/16604",6.39697550236285e-12,5.55756749741866e-10,3.95150784561875e-10,"Bmp3/Barx2/Bmp7/Col9a1/Col1a1/Fgf4/Fgfr3/Hand1/Hand2/Id2/Msx1/Msx2/Myf5/Nog/Prrx2/Snai2/Wnt7a/Wt1/Grem1/Smad9/Fam101a",21
"GO:2000026","GO:2000026","regulation of multicellular organismal development","58/242","1534/16604",7.57482058419112e-12,6.42416926687828e-10,4.56767376580547e-10,"Chrna3/Tle6/Bmp7/Cobl/Col1a1/Cux2/Ecm1/Nr2f1/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Hand2/Hhip/Id1/Id2/Il15/Irx3/Isl1/Lrrn1/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Pax8/Pax9/Snai2/Cpeb3/Unc5d/Tbx2/Tbx3/Stox1/Agap2/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/Grem1/Lrrtm4/Plxna4/Nfkbid/Shank1/Amot/Olig2/Heyl/Nupr1/Tbx20/Bambi/Prdm16/Atoh8/Fam101a/Bcl9l/Sp6",58
"GO:0023051","GO:0023051","regulation of signaling","75/242","2358/16604",1.36147411488706e-11,1.10111028876798e-09,7.82904741504109e-10,"Unc5b/Bmp3/Chrna3/Adra1a/Apod/Barx1/Bmp7/Car7/Clu/Col1a1/Cux2/Dmpk/Ecm1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Hand2/Hhip/Hoxa13/Id1/Igfbp5/Il15/Isl1/Blnk/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax8/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Cpeb3/Abcc8/Stox1/Agap2/Tle2/Trh/Wnt4/Wnt7a/Cyp26b1/Grem1/Dusp5/Nfkbid/Shank1/Amot/Lmcd1/Klk14/Lgr6/Grb14/Irf7/Rasa4/Heyl/Cacna2d2/Lgi1/Tbx20/Bambi/Prdm16/Sphkap/Bcl9l/Wnt16",75
"GO:0009889","GO:0009889","regulation of biosynthetic process","93/242","3295/16604",1.38907637400994e-11,1.10111028876798e-09,7.82904741504109e-10,"Bmp3/Adcyap1r1/Aebp1/Alx3/Alx4/Barx1/Barx2/Bmp7/Clu/Col1a1/Cux2/Dlx3/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lum/Smad6/Smad7/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Pax1/Pax8/Pax9/Peg3/Rasd1/Prrx2/Sct/Snai2/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Tle2/Tnni2/Tshr/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/Apob/Grem1/Dusp5/Nfkbid/Irf5/Zfp354b/Magel2/Lmcd1/Olig2/Irf7/Irx5/Smad9/Heyl/Nupr1/Tbx20/Rnf128/Bambi/Prdm16/Atoh8/Zcchc12/Zbtb4/Svip/Bhlhe41/Bcl9l/Sp6",93
"GO:0045595","GO:0045595","regulation of cell differentiation","54/242","1382/16604",1.39107139232339e-11,1.10111028876798e-09,7.82904741504109e-10,"Chrna3/Tle6/Bmp7/Clu/Cobl/Col1a1/Cux2/Dmpk/Nr2f1/Fgfr3/Gata3/Gdf10/Hand2/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Msx1/Msx2/Myf5/Nbl1/Ngf/Nog/Pax8/Snai2/Cpeb3/Unc5d/Tbx3/Tph1/Wisp1/Wnt4/Wnt7a/Prdm6/Cyp26b1/Apob/Grem1/Plxna4/Nfkbid/Shank1/Olfm2/Olig2/Smad9/Heyl/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l",54
"GO:0061061","GO:0061061","muscle structure development","32/242","541/16604",1.54009334969614e-11,1.19256793730819e-09,8.47932402601585e-10,"Alx4/Barx2/Dmpk/Gata4/Gata6/Hand1/Id3/Igfbp5/Isl1/Smad6/Smad7/Msx1/Myf5/Nog/Tbx2/Tbx3/Wfikkn1/Tmod1/Wisp1/Wnt4/Wt1/Prdm6/P2rx2/Cyp26b1/Grem1/Olfm2/Heyl/Nupr1/Cacna2d2/Tbx20/Bhlhe41/Bcl9l",32
"GO:0071495","GO:0071495","cellular response to endogenous stimulus","40/242","822/16604",1.58055628746626e-11,1.19785989275634e-09,8.51695056583161e-10,"Slc8a3/Bmp7/Col1a1/Nr2f1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hhip/Hoxa13/Id1/Igfbp5/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Pax8/Snai2/Baiap2l2/Cpeb3/Trh/Tshr/Wnt4/Wt1/Grem1/Avpr1b/Grb14/Smad9/Bambi/Prdm16/Zcchc12/Bcl9l",40
"GO:0048762","GO:0048762","mesenchymal cell differentiation","18/242","158/16604",1.64405396877849e-11,1.20455566772773e-09,8.56455845785311e-10,"Bmp7/Col1a1/Fgf15/Hand2/Isl1/Msx1/Msx2/Nog/Aldh1a2/Snai2/Wnt4/Grem1/Cyp26c1/Heyl/Tbx20/Bambi/Bcl9l/Wnt16",18
"GO:0045892","GO:0045892","negative regulation of transcription, DNA-templated","45/242","1016/16604",1.68857519156718e-11,1.20455566772773e-09,8.56455845785311e-10,"Aebp1/Barx2/Bmp7/Cux2/Nr2f1/Fgfr3/Gata3/Gata6/Hand1/Hand2/Id1/Id2/Id3/Isl1/Smad7/Msx1/Msx2/Msx3/Nkx3-1/Nog/Pax9/Peg3/Rasd1/Snai2/Cpeb3/Tbx2/Tbx3/Tle2/Wnt4/Wt1/Prdm6/Prdm13/Grem1/Dusp5/Nfkbid/Zfp354b/Magel2/Lmcd1/Olig2/Heyl/Tbx20/Prdm16/Atoh8/Zbtb4/Bhlhe41",45
"GO:0031326","GO:0031326","regulation of cellular biosynthetic process","92/242","3252/16604",1.69084175705745e-11,1.20455566772773e-09,8.56455845785311e-10,"Bmp3/Adcyap1r1/Aebp1/Alx3/Alx4/Barx1/Barx2/Bmp7/Clu/Col1a1/Cux2/Dlx3/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lum/Smad6/Smad7/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Pax1/Pax8/Pax9/Peg3/Rasd1/Prrx2/Sct/Snai2/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Tle2/Tnni2/Tshr/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/Grem1/Dusp5/Nfkbid/Irf5/Zfp354b/Magel2/Lmcd1/Olig2/Irf7/Irx5/Smad9/Heyl/Nupr1/Tbx20/Rnf128/Bambi/Prdm16/Atoh8/Zcchc12/Zbtb4/Svip/Bhlhe41/Bcl9l/Sp6",92
"GO:0048863","GO:0048863","stem cell differentiation","22/242","254/16604",2.16447562306779e-11,1.51173768026813e-09,1.07486653232221e-09,"Bmp7/Col1a1/Fgf15/Hand2/Isl1/Msx1/Msx2/Nog/Pax8/Aldh1a2/Snai2/Tbx2/Wnt4/Wnt7a/A2m/Grem1/Cyp26c1/Heyl/Tbx20/Bambi/Bcl9l/Wnt16",22
"GO:0048519","GO:0048519","negative regulation of biological process","103/242","3882/16604",2.37423040318066e-11,1.60922385281246e-09,1.14418055789674e-09,"Unc5b/Adcyap1r1/Adra1a/Aebp1/Apod/Barx1/Barx2/Bmp7/Clu/Col1a1/Cux2/Ecm1/Nr2f1/Fgf15/Fgf4/Fgfr3/Gata3/Gata4/Gata6/Gdf10/Gng4/Hand1/Hand2/Hhip/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Papln/Smad6/Smad7/Msx1/Msx2/Msx3/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax8/Pax9/Peg3/Ptpru/Aldh1a2/Rasd1/Rgs5/Sct/Snai2/Spp1/Cpeb3/Abcc8/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Tle2/Tmod1/Tph1/Trh/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/Cyp26b1/A2m/Grem1/Dusp5/Grin3a/Nfkbid/Shank1/Zfp354b/Magel2/Amot/Lmcd1/Klk14/Olig2/Grb14/Rasa4/Hpgds/Heyl/Nupr1/Tbx20/Isg20/Rnf128/Rprm/Bambi/Prdm16/Atoh8/Fam101a/Zbtb4/Svip/Bhlhe41/Bcl9l/Sytl2/Wnt16",103
"GO:1903507","GO:1903507","negative regulation of nucleic acid-templated transcription","45/242","1027/16604",2.41966430220203e-11,1.60922385281246e-09,1.14418055789674e-09,"Aebp1/Barx2/Bmp7/Cux2/Nr2f1/Fgfr3/Gata3/Gata6/Hand1/Hand2/Id1/Id2/Id3/Isl1/Smad7/Msx1/Msx2/Msx3/Nkx3-1/Nog/Pax9/Peg3/Rasd1/Snai2/Cpeb3/Tbx2/Tbx3/Tle2/Wnt4/Wt1/Prdm6/Prdm13/Grem1/Dusp5/Nfkbid/Zfp354b/Magel2/Lmcd1/Olig2/Heyl/Tbx20/Prdm16/Atoh8/Zbtb4/Bhlhe41",45
"GO:0006366","GO:0006366","transcription from RNA polymerase II promoter","59/242","1624/16604",2.43958697506661e-11,1.60922385281246e-09,1.14418055789674e-09,"Bmp3/Aebp1/Alx4/Barx2/Bmp7/Cux2/Ecm1/Nr2f1/Evx1/Fgf4/Fgfr3/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Isl1/Lum/Smad6/Smad7/Msx1/Msx2/Msx3/Myf5/Nkx3-1/Nog/Pax1/Pax8/Pax9/Peg3/Snai2/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Wnt7a/Wt1/Prdm13/Grem1/Irf5/Zfp354b/Lmcd1/Olig2/Irf7/Smad9/Heyl/Tbx20/Prdm16/Zcchc12/Zbtb4/Bhlhe41/Bcl9l/Sp6",59
"GO:0010646","GO:0010646","regulation of cell communication","75/242","2392/16604",2.73823631676708e-11,1.77338141096806e-09,1.26089886662997e-09,"Unc5b/Bmp3/Chrna3/Adra1a/Apod/Barx1/Bmp7/Car7/Clu/Col1a1/Cux2/Dmpk/Ecm1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Hand2/Hhip/Hoxa13/Id1/Igfbp5/Il15/Isl1/Blnk/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax8/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Cpeb3/Abcc8/Stox1/Agap2/Tle2/Trh/Wnt4/Wnt7a/Cyp26b1/Grem1/Dusp5/Nfkbid/Shank1/Amot/Lmcd1/Klk14/Lgr6/Grb14/Irf7/Rasa4/Heyl/Cacna2d2/Lgi1/Tbx20/Bambi/Prdm16/Sphkap/Bcl9l/Wnt16",75
"GO:0071363","GO:0071363","cellular response to growth factor stimulus","29/242","459/16604",3.11760369926428e-11,1.96667339648922e-09,1.39833215873787e-09,"Bmp7/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hhip/Hoxa13/Ibsp/Id1/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nog/Pax9/Snai2/Wnt4/Grem1/Smad9/Bambi/Prdm16/Zcchc12/Bcl9l",29
"GO:0006355","GO:0006355","regulation of transcription, DNA-templated","82/242","2756/16604",3.14711913531402e-11,1.96667339648922e-09,1.39833215873787e-09,"Bmp3/Aebp1/Alx3/Alx4/Barx1/Barx2/Bmp7/Clu/Col1a1/Cux2/Dlx3/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf4/Fgfr3/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Irx3/Isl1/Lum/Smad6/Smad7/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Pax1/Pax8/Pax9/Peg3/Rasd1/Prrx2/Snai2/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Tle2/Tnni2/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/Grem1/Dusp5/Nfkbid/Irf5/Zfp354b/Magel2/Lmcd1/Olig2/Irf7/Irx5/Smad9/Heyl/Nupr1/Tbx20/Bambi/Prdm16/Atoh8/Zcchc12/Zbtb4/Bhlhe41/Bcl9l/Sp6",82
"GO:1902679","GO:1902679","negative regulation of RNA biosynthetic process","45/242","1039/16604",3.56029053250138e-11,2.16721734326069e-09,1.5409216962337e-09,"Aebp1/Barx2/Bmp7/Cux2/Nr2f1/Fgfr3/Gata3/Gata6/Hand1/Hand2/Id1/Id2/Id3/Isl1/Smad7/Msx1/Msx2/Msx3/Nkx3-1/Nog/Pax9/Peg3/Rasd1/Snai2/Cpeb3/Tbx2/Tbx3/Tle2/Wnt4/Wt1/Prdm6/Prdm13/Grem1/Dusp5/Nfkbid/Zfp354b/Magel2/Lmcd1/Olig2/Heyl/Tbx20/Prdm16/Atoh8/Zbtb4/Bhlhe41",45
"GO:1903506","GO:1903506","regulation of nucleic acid-templated transcription","82/242","2763/16604",3.58971991163337e-11,2.16721734326069e-09,1.5409216962337e-09,"Bmp3/Aebp1/Alx3/Alx4/Barx1/Barx2/Bmp7/Clu/Col1a1/Cux2/Dlx3/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf4/Fgfr3/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Irx3/Isl1/Lum/Smad6/Smad7/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Pax1/Pax8/Pax9/Peg3/Rasd1/Prrx2/Snai2/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Tle2/Tnni2/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/Grem1/Dusp5/Nfkbid/Irf5/Zfp354b/Magel2/Lmcd1/Olig2/Irf7/Irx5/Smad9/Heyl/Nupr1/Tbx20/Bambi/Prdm16/Atoh8/Zcchc12/Zbtb4/Bhlhe41/Bcl9l/Sp6",82
"GO:2001141","GO:2001141","regulation of RNA biosynthetic process","82/242","2769/16604",4.01646478150261e-11,2.38073517657624e-09,1.69273584764397e-09,"Bmp3/Aebp1/Alx3/Alx4/Barx1/Barx2/Bmp7/Clu/Col1a1/Cux2/Dlx3/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf4/Fgfr3/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Irx3/Isl1/Lum/Smad6/Smad7/Msx1/Msx2/Msx3/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Pax1/Pax8/Pax9/Peg3/Rasd1/Prrx2/Snai2/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Tle2/Tnni2/Wnt4/Wnt7a/Wt1/Prdm6/Prdm13/Grem1/Dusp5/Nfkbid/Irf5/Zfp354b/Magel2/Lmcd1/Olig2/Irf7/Irx5/Smad9/Heyl/Nupr1/Tbx20/Bambi/Prdm16/Atoh8/Zcchc12/Zbtb4/Bhlhe41/Bcl9l/Sp6",82
"GO:0007389","GO:0007389","pattern specification process","28/242","433/16604",4.07705911766285e-11,2.38073517657624e-09,1.69273584764397e-09,"Alx3/Alx4/Barx1/Bmp7/Nr2f1/Evx1/Fgfr4/Gata4/Hand1/Hand2/Hhip/Isl1/Smad6/Msx1/Msx2/Myf5/Nbl1/Nog/Pax1/Aldh1a2/Tbx2/Tbx3/Wnt7a/Wt1/Cyp26b1/Grem1/Cyp26c1/Tbx20",28
"GO:0070848","GO:0070848","response to growth factor","29/242","467/16604",4.72154767375094e-11,2.71260529256465e-09,1.92870011936244e-09,"Bmp7/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hhip/Hoxa13/Ibsp/Id1/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nog/Pax9/Snai2/Wnt4/Grem1/Smad9/Bambi/Prdm16/Zcchc12/Bcl9l",29
"GO:0060429","GO:0060429","epithelium development","42/242","939/16604",6.61108727305238e-11,3.73788775660517e-09,2.65769022204913e-09,"Alx4/Barx1/Barx2/Bmp7/Cobl/Dlx3/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hhip/Hoxa13/Id1/Id2/Id3/Igfbp5/Msx1/Msx2/Myf5/Nkx3-1/Nog/Pax1/Pax8/Aldh1a2/Snai2/Tbx2/Tbx3/Stox1/Agap2/Wnt4/Wnt7a/Wt1/Cyp26b1/Grem1/Klk14/Tbx20/Atoh8/Wnt16",42
"GO:0048736","GO:0048736","appendage development","18/242","172/16604",6.88607298976323e-11,3.77356799839025e-09,2.68305937058629e-09,"Alx3/Alx4/Bmp7/Evx2/Fgf4/Hand2/Hoxa13/Msx1/Msx2/Nog/Aldh1a2/Prrx2/Tbx2/Tbx3/Wnt7a/Cyp26b1/Grem1/Smoc1",18
"GO:0060173","GO:0060173","limb development","18/242","172/16604",6.88607298976323e-11,3.77356799839025e-09,2.68305937058629e-09,"Alx3/Alx4/Bmp7/Evx2/Fgf4/Hand2/Hoxa13/Msx1/Msx2/Nog/Aldh1a2/Prrx2/Tbx2/Tbx3/Wnt7a/Cyp26b1/Grem1/Smoc1",18
"GO:0048864","GO:0048864","stem cell development","17/242","151/16604",7.39963568371318e-11,3.99356095536157e-09,2.83947742504209e-09,"Col1a1/Fgf15/Hand2/Isl1/Msx1/Msx2/Nog/Aldh1a2/Snai2/Wnt7a/Grem1/Cyp26c1/Heyl/Tbx20/Bambi/Bcl9l/Wnt16",17
