"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0065007","GO:0065007","biological regulation","181/242","7142/13233",1.3089391057983e-11,1.88705387752588e-09,1.36864510009787e-09,"Unc5a/Unc5b/Dio3/Chrnb4/Bmp3/Chrna3/Slc8a3/Abca4/Dok4/Chrna6/Tle6/Adcyap1r1/Adh1/Adra1a/Aebp1/Alx3/Alx4/Aqp3/Arl4a/Barx1/Barx2/Bmp7/Car7/Cldn1/Clu/Cobl/Col9a1/Col1a1/Cux2/Dcn/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gad1/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand1/Hand2/Hhip/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Kcnj12/Lrrn1/Lum/Blnk/Papln/Syt12/Smad6/Smad7/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax1/Pax8/Pax9/Peg3/Plcb2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Tec/Arl5c/Tle2/Tmod1/Tnni2/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Slc30a10/Cyp26b1/A2m/Slc9a7/Apob/Grem1/Rxfp3/Dusp5/Grin3a/Lrrtm4/Grip2/Plxna4/Nfkbid/Shank1/Olfm2/Avpr1b/Fam107a/Irf5/Zfp354b/Magel2/Amot/Lmcd1/Pkd2l1/Lgr6/Susd5/Rnf207/Olig2/Grb14/Irf7/Rasa4/Irx5/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Isg20/Rab37/Fxyd6/Smoc1/Rnf128/Rab32/Rprm/Bambi/Steap1/Asb12/Prdm16/Atoh8/Scara5/Zcchc12/Fam101a/Rasgef1c/Igfbpl1/Zbtb4/Svip/Bhlhe41/Bcl9l/Syt13/Sp6/Sytl2/Wnt16",181
"GO:0051216","GO:0051216","cartilage development","19/242","144/13233",1.50344519007978e-11,2.03394794748179e-09,1.47518463851433e-09,"Bmp3/Barx2/Bmp7/Col9a1/Col1a1/Fgf4/Fgfr3/Hand1/Hand2/Msx1/Msx2/Myf5/Nog/Prrx2/Snai2/Wnt7a/Grem1/Smad9/Fam101a",19
"GO:0009653","GO:0009653","anatomical structure morphogenesis","76/242","1929/13233",1.58560152751015e-11,2.03394794748179e-09,1.47518463851433e-09,"Unc5a/Unc5b/Chrna3/Alx3/Alx4/Barx2/Bmp7/Clu/Cobl/Col9a1/Col1a1/Cux2/Dlx3/Ecm1/Evx2/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gfra3/Hand1/Hand2/Hhip/Hoxa13/Id1/Id2/Igfbp5/Isl1/Smad6/Smad7/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Slc1a3/Snai2/Unc5d/Tbx2/Tbx3/Stox1/Tmod1/Tshr/Vtn/Wnt4/Wnt7a/Wt1/Cyp26b1/Apob/Grem1/Dusp5/Plxna4/Shank1/Amot/Irx5/Smad9/Heyl/Lgi1/Tbx20/Bambi/Atoh8/Fam101a/Bcl9l/Sp6/Wnt16",76
"GO:0050896","GO:0050896","response to stimulus","139/242","4818/13233",1.58718481450891e-11,2.03394794748179e-09,1.47518463851433e-09,"Unc5a/Unc5b/Chrnb4/Bmp3/Chrna3/Slc8a3/Abca4/Dok4/Adcyap1r1/Adh1/Adra1a/Aqp3/Arl4a/Barx1/Bmp7/Car7/Clu/Col1a1/Cux2/Dmpk/Ecm1/Nr2f1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Igfbp5/Il15/Isl1/Blnk/Smad6/Smad7/Mbp/Mme/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Ntsr1/Oprk1/Pax8/Pax9/Plcb2/Pnliprp2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Unc5d/Tbx2/Tbx3/Stox1/Agap2/Tec/Arl5c/Tle2/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Slc30a10/Slc10a4/Cyp26b1/A2m/Apob/Grem1/Rxfp3/Dusp5/Grin3a/Grip2/Plxna4/Nfkbid/Shank1/Avpr1b/Irf5/Amot/Lmcd1/Pkd2l1/Lgr6/Susd5/Grb14/Irf7/Rasa4/Irx5/Smad9/Heyl/Nupr1/Lgi1/Tbx20/Isg20/Rab37/Smoc1/Rab32/Bambi/Asb12/Prdm16/Atoh8/Scara5/Zcchc12/Rasgef1c/Gpx6/Zbtb4/Svip/Bhlhe41/Bcl9l/Wnt16",139
"GO:0010033","GO:0010033","response to organic substance","64/242","1471/13233",1.80400037264564e-11,2.22922903191211e-09,1.61681837909294e-09,"Chrnb4/Chrna3/Slc8a3/Adh1/Adra1a/Aqp3/Bmp7/Clu/Col1a1/Cux2/Ecm1/Nr2f1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gng8/Hhip/Hoxa13/Ibsp/Id1/Igfbp5/Smad6/Smad7/Mme/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax8/Pax9/Aldh1a2/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Trh/Tshr/Wnt4/Wnt7a/Wt1/Apob/Grem1/Grin3a/Avpr1b/Irf5/Grb14/Irf7/Smad9/Bambi/Prdm16/Zcchc12/Svip/Bcl9l",64
"GO:0048513","GO:0048513","organ development","81/242","2142/13233",2.07004734337543e-11,2.46978062347551e-09,1.79128597698985e-09,"Bmp3/Slc8a3/Adra1a/Alx3/Alx4/Barx1/Barx2/Bmp7/Cldn1/Clu/Col9a1/Col1a1/Dlx3/Ecm1/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gng8/Hand1/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Smad6/Smad7/Msx1/Msx2/Myf5/Nkx3-1/Nog/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Snai2/Spp1/Tbx2/Tbx3/Stox1/Agap2/Adamts2/Tph1/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/Grem1/Plxna4/Nfkbid/Olig2/Irx5/Smad9/Heyl/Nupr1/Tbx20/Smoc1/Bambi/Prdm16/Fam101a/Bcl9l/Sp6/Wnt16",81
"GO:0060485","GO:0060485","mesenchyme development","21/242","185/13233",2.31422779281062e-11,2.66907605437492e-09,1.93583124844229e-09,"Bmp7/Col1a1/Fgf15/Gata4/Hand1/Hand2/Isl1/Msx1/Msx2/Nog/Aldh1a2/Snai2/Tbx2/Wnt4/Wt1/Grem1/Heyl/Tbx20/Bambi/Bcl9l/Wnt16",21
"GO:2000026","GO:2000026","regulation of multicellular organismal development","58/242","1268/13233",2.95730141343097e-11,3.30072996466812e-09,2.39395808815601e-09,"Chrna3/Tle6/Bmp7/Cobl/Col1a1/Cux2/Ecm1/Nr2f1/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Hand2/Hhip/Id1/Id2/Il15/Irx3/Isl1/Lrrn1/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Pax8/Pax9/Snai2/Cpeb3/Unc5d/Tbx2/Tbx3/Stox1/Agap2/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/Grem1/Lrrtm4/Plxna4/Nfkbid/Shank1/Amot/Olig2/Heyl/Nupr1/Tbx20/Bambi/Prdm16/Atoh8/Fam101a/Bcl9l/Sp6",58
"GO:0007167","GO:0007167","enzyme linked receptor protein signaling pathway","38/242","613/13233",3.08662826835111e-11,3.33741681515464e-09,2.42056637886482e-09,"Bmp3/Chrna3/Dok4/Bmp7/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Gfra3/Hhip/Hoxa13/Id1/Igfbp5/Blnk/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Baiap2l2/Tec/Wnt4/Grem1/Grb14/Smad9/Tbx20/Bambi/Prdm16/Atoh8/Zcchc12/Bcl9l",38
"GO:0051716","GO:0051716","cellular response to stimulus","123/242","4057/13233",3.28590612625512e-11,3.44522278692203e-09,2.49875604624951e-09,"Unc5a/Unc5b/Chrnb4/Bmp3/Chrna3/Slc8a3/Dok4/Adcyap1r1/Adra1a/Arl4a/Barx1/Bmp7/Car7/Clu/Col1a1/Cux2/Dmpk/Ecm1/Nr2f1/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand2/Hhip/Hoxa13/Ibsp/Id1/Id2/Igfbp5/Il15/Isl1/Blnk/Smad6/Smad7/Mme/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Nptx1/Ntsr1/Oprk1/Pax8/Pax9/Plcb2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Unc5d/Tbx2/Tbx3/Stox1/Agap2/Tec/Arl5c/Tle2/Trh/Tshr/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/Grem1/Rxfp3/Dusp5/Grin3a/Grip2/Plxna4/Nfkbid/Shank1/Avpr1b/Irf5/Amot/Lmcd1/Pkd2l1/Lgr6/Susd5/Grb14/Irf7/Rasa4/Smad9/Heyl/Nupr1/Tbx20/Rab37/Smoc1/Rab32/Bambi/Asb12/Prdm16/Atoh8/Scara5/Zcchc12/Rasgef1c/Zbtb4/Svip/Bcl9l/Wnt16",123
"GO:0050794","GO:0050794","regulation of cellular process","169/242","6508/13233",4.06444702339871e-11,4.13617255910575e-09,2.99988907237849e-09,"Unc5a/Unc5b/Chrnb4/Bmp3/Chrna3/Dok4/Chrna6/Tle6/Adcyap1r1/Adra1a/Aebp1/Alx3/Alx4/Arl4a/Barx1/Barx2/Bmp7/Car7/Clu/Cobl/Col1a1/Cux2/Dcn/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand1/Hand2/Hhip/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Kcnj12/Lrrn1/Lum/Blnk/Papln/Syt12/Smad6/Smad7/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax1/Pax8/Pax9/Peg3/Plcb2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Tec/Arl5c/Tle2/Tmod1/Tnni2/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Slc30a10/Cyp26b1/A2m/Apob/Grem1/Rxfp3/Dusp5/Grin3a/Lrrtm4/Grip2/Plxna4/Nfkbid/Shank1/Olfm2/Avpr1b/Fam107a/Irf5/Zfp354b/Magel2/Amot/Lmcd1/Pkd2l1/Lgr6/Susd5/Rnf207/Olig2/Grb14/Irf7/Rasa4/Irx5/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Isg20/Rab37/Fxyd6/Smoc1/Rnf128/Rab32/Rprm/Bambi/Asb12/Prdm16/Atoh8/Zcchc12/Fam101a/Rasgef1c/Igfbpl1/Zbtb4/Svip/Bhlhe41/Bcl9l/Sp6/Sytl2/Wnt16",169
"GO:0061448","GO:0061448","connective tissue development","21/242","192/13233",4.71307701864879e-11,4.6592132812928e-09,3.37924078570187e-09,"Bmp3/Barx2/Bmp7/Col9a1/Col1a1/Fgf4/Fgfr3/Hand1/Hand2/Id2/Msx1/Msx2/Myf5/Nog/Prrx2/Snai2/Wnt7a/Wt1/Grem1/Smad9/Fam101a",21
"GO:0045595","GO:0045595","regulation of cell differentiation","54/242","1146/13233",5.62629531290039e-11,5.40749493962093e-09,3.9219555631446e-09,"Chrna3/Tle6/Bmp7/Clu/Cobl/Col1a1/Cux2/Dmpk/Nr2f1/Fgfr3/Gata3/Gdf10/Hand2/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Msx1/Msx2/Myf5/Nbl1/Ngf/Nog/Pax8/Snai2/Cpeb3/Unc5d/Tbx3/Tph1/Wisp1/Wnt4/Wnt7a/Prdm6/Cyp26b1/Apob/Grem1/Plxna4/Nfkbid/Shank1/Olfm2/Olig2/Smad9/Heyl/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Fam101a/Bhlhe41/Bcl9l",54
"GO:0048518","GO:0048518","positive regulation of biological process","115/242","3727/13233",9.09765021443517e-11,8.50753236268802e-09,6.1703550814263e-09,"Unc5b/Dio3/Bmp3/Chrna3/Chrna6/Tle6/Adcyap1r1/Adra1a/Alx4/Aqp3/Barx2/Bmp7/Car7/Clu/Cobl/Col1a1/Cux2/Dcn/Ecm1/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Lum/Blnk/Smad6/Smad7/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Tbx2/Tbx3/Stox1/Agap2/Tec/Tnni2/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/A2m/Apob/Grem1/Rxfp3/Lrrtm4/Nfkbid/Shank1/Olfm2/Avpr1b/Irf5/Magel2/Amot/Lmcd1/Lgr6/Rnf207/Olig2/Irf7/Rasa4/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Zcchc12/Svip/Bcl9l/Sp6/Sytl2/Wnt16",115
"GO:0048468","GO:0048468","cell development","63/242","1492/13233",9.75717825235039e-11,8.88416756661378e-09,6.44352159379594e-09,"Unc5a/Unc5b/Bmp3/Chrna3/Tle6/Bmp7/Clu/Cobl/Col1a1/Cux2/Nr2f1/Fgf15/Fgf4/Fgfr3/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Hand2/Hoxa13/Id1/Id2/Il15/Irx3/Isl1/Smad6/Msx1/Msx2/Myf5/Nbl1/Ngf/Nog/Nptx1/Pax8/Aldh1a2/Slc1a3/Snai2/Cpeb3/Unc5d/Tbx3/Wfikkn1/Tmod1/Tshr/Wisp1/Wnt4/Wnt7a/Wt1/Grem1/Grin3a/Plxna4/Shank1/Olig2/Irx5/Heyl/Cacna2d2/Lgi1/Tbx20/Bambi/Fam101a/Bcl9l/Wnt16",63
"GO:0071363","GO:0071363","cellular response to growth factor stimulus","29/242","392/13233",1.42102262058761e-10,1.26070211980336e-08,9.1436381308525e-09,"Bmp7/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hhip/Hoxa13/Ibsp/Id1/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nog/Pax9/Snai2/Wnt4/Grem1/Smad9/Bambi/Prdm16/Zcchc12/Bcl9l",29
"GO:0070848","GO:0070848","response to growth factor","29/242","400/13233",2.29530687660593e-10,1.98544044826413e-08,1.44000305100751e-08,"Bmp7/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hhip/Hoxa13/Ibsp/Id1/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nog/Pax9/Snai2/Wnt4/Grem1/Smad9/Bambi/Prdm16/Zcchc12/Bcl9l",29
"GO:0061061","GO:0061061","muscle structure development","31/242","458/13233",2.89989208372327e-10,2.44722600236159e-08,1.77492752954975e-08,"Alx4/Barx2/Dmpk/Gata4/Gata6/Hand1/Id3/Igfbp5/Isl1/Smad6/Smad7/Msx1/Myf5/Nog/Tbx2/Tbx3/Wfikkn1/Tmod1/Wisp1/Wnt4/Wt1/Prdm6/Cyp26b1/Grem1/Olfm2/Heyl/Nupr1/Cacna2d2/Tbx20/Bhlhe41/Bcl9l",31
"GO:0050789","GO:0050789","regulation of biological process","172/242","6830/13233",3.84517258148909e-10,3.16768979332196e-08,2.2974665248797e-08,"Unc5a/Unc5b/Dio3/Chrnb4/Bmp3/Chrna3/Dok4/Chrna6/Tle6/Adcyap1r1/Adra1a/Aebp1/Alx3/Alx4/Aqp3/Arl4a/Barx1/Barx2/Bmp7/Car7/Clu/Cobl/Col1a1/Cux2/Dcn/Dlx3/Dmpk/Ecm1/Nr2f1/Evx1/Evx2/Eya2/Fgf15/Fgf4/Fgfr3/Fgfr4/Gabre/Gata3/Gata4/Gata5/Gata6/Gdf10/Gfra3/Gna14/Gng4/Gng8/Gpr50/Hand1/Hand2/Hhip/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Kcnj12/Lrrn1/Lum/Blnk/Papln/Syt12/Smad6/Smad7/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax1/Pax8/Pax9/Peg3/Plcb2/Ptpru/Aldh1a2/Rasd1/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Abcc8/Unc5d/Tbx2/Tbx3/Wfikkn1/Stox1/Agap2/Tec/Arl5c/Tle2/Tmod1/Tnni2/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Prdm6/Slc30a10/Cyp26b1/A2m/Apob/Grem1/Rxfp3/Dusp5/Grin3a/Lrrtm4/Grip2/Plxna4/Nfkbid/Shank1/Olfm2/Avpr1b/Fam107a/Irf5/Zfp354b/Magel2/Amot/Lmcd1/Pkd2l1/Lgr6/Susd5/Rnf207/Olig2/Grb14/Irf7/Rasa4/Irx5/Smad9/Heyl/Nupr1/Cacna2d2/Lgi1/Tbx20/Isg20/Rab37/Fxyd6/Smoc1/Rnf128/Rab32/Rprm/Bambi/Asb12/Prdm16/Atoh8/Scara5/Zcchc12/Fam101a/Rasgef1c/Igfbpl1/Zbtb4/Svip/Bhlhe41/Bcl9l/Sp6/Sytl2/Wnt16",172
"GO:0007267","GO:0007267","cell-cell signaling","36/242","613/13233",4.86908821938691e-10,3.91791749746016e-08,2.84159273317464e-08,"Chrnb4/Chrna3/Adra1a/Barx1/Car7/Cux2/Dmpk/Fgfr3/Fgfr4/Gata3/Gata4/Isl1/Syt12/Ngf/Nkx3-1/Ntsr1/Oprk1/Pax8/Sct/Scg5/Slc1a3/Cpeb3/Abcc8/Tbx3/Trh/Wisp1/Wnt4/Wnt7a/Grem1/Grin3a/Shank1/Cacna2d2/Lgi1/Sv2b/Syt13/Sytl2",36
"GO:0003279","GO:0003279","cardiac septum development","13/242","72/13233",5.05295304187503e-10,3.97345852838355e-08,2.88187561048566e-08,"Gata3/Gata4/Gata6/Hand1/Hoxa13/Id2/Isl1/Smad7/Msx2/Tbx2/Tbx3/Heyl/Tbx20",13
"GO:0048522","GO:0048522","positive regulation of cellular process","105/242","3354/13233",5.46425645443889e-10,4.20140607385746e-08,3.04720172804265e-08,"Unc5b/Bmp3/Chrna3/Chrna6/Tle6/Adcyap1r1/Adra1a/Alx4/Barx2/Bmp7/Car7/Clu/Cobl/Col1a1/Cux2/Dcn/Ecm1/Nr2f1/Evx1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Gdf10/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Igfbp5/Il15/Irx3/Isl1/Lrrn1/Lum/Blnk/Smad7/Msx1/Msx2/Myf5/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax1/Pax8/Pax9/Aldh1a2/Prrx2/Sct/Slc1a3/Snai2/Baiap2l2/Spp1/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Tec/Tnni2/Tph1/Trh/Tshr/Vtn/Wisp1/Wnt4/Wnt7a/Wt1/Cyp26b1/Apob/Grem1/Rxfp3/Lrrtm4/Nfkbid/Shank1/Olfm2/Irf5/Magel2/Amot/Lmcd1/Lgr6/Rnf207/Olig2/Irf7/Smad9/Heyl/Nupr1/Lgi1/Tbx20/Smoc1/Bambi/Prdm16/Atoh8/Svip/Bcl9l/Sp6/Wnt16",105
"GO:0071772","GO:0071772","response to BMP","16/242","121/13233",6.18964531444455e-10,4.55663250808046e-08,3.30484085770119e-08,"Bmp7/Gata3/Gata4/Gata5/Gata6/Hoxa13/Id1/Smad6/Smad7/Msx1/Msx2/Nbl1/Nog/Grem1/Smad9/Zcchc12",16
"GO:0071773","GO:0071773","cellular response to BMP stimulus","16/242","121/13233",6.18964531444455e-10,4.55663250808046e-08,3.30484085770119e-08,"Bmp7/Gata3/Gata4/Gata5/Gata6/Hoxa13/Id1/Smad6/Smad7/Msx1/Msx2/Nbl1/Nog/Grem1/Smad9/Zcchc12",16
"GO:0048736","GO:0048736","appendage development","18/242","161/13233",8.3827199569827e-10,5.87794307000262e-08,4.26316284724255e-08,"Alx3/Alx4/Bmp7/Evx2/Fgf4/Hand2/Hoxa13/Msx1/Msx2/Nog/Aldh1a2/Prrx2/Tbx2/Tbx3/Wnt7a/Cyp26b1/Grem1/Smoc1",18
"GO:0060173","GO:0060173","limb development","18/242","161/13233",8.3827199569827e-10,5.87794307000262e-08,4.26316284724255e-08,"Alx3/Alx4/Bmp7/Evx2/Fgf4/Hand2/Hoxa13/Msx1/Msx2/Nog/Aldh1a2/Prrx2/Tbx2/Tbx3/Wnt7a/Cyp26b1/Grem1/Smoc1",18
"GO:0048598","GO:0048598","embryonic morphogenesis","32/242","507/13233",8.49413738439685e-10,5.87794307000262e-08,4.26316284724255e-08,"Alx3/Alx4/Bmp7/Cobl/Fgf4/Gata3/Gata4/Gata6/Hand1/Hand2/Hoxa13/Id2/Msx1/Msx2/Myf5/Nog/Pax8/Aldh1a2/Prrx2/Tbx2/Tbx3/Stox1/Tshr/Vtn/Wnt4/Wnt7a/Cyp26b1/Grem1/Dusp5/Amot/Tbx20/Atoh8",32
"GO:0030326","GO:0030326","embryonic limb morphogenesis","16/242","124/13233",8.95532439255068e-10,5.9587350765818e-08,4.32175978782203e-08,"Alx3/Alx4/Bmp7/Fgf4/Hand2/Hoxa13/Msx1/Msx2/Nog/Aldh1a2/Prrx2/Tbx2/Tbx3/Wnt7a/Cyp26b1/Grem1",16
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","16/242","124/13233",8.95532439255068e-10,5.9587350765818e-08,4.32175978782203e-08,"Alx3/Alx4/Bmp7/Fgf4/Hand2/Hoxa13/Msx1/Msx2/Nog/Aldh1a2/Prrx2/Tbx2/Tbx3/Wnt7a/Cyp26b1/Grem1",16
"GO:0048863","GO:0048863","stem cell differentiation","21/242","225/13233",9.16861420261757e-10,5.98554813982203e-08,4.34120680417881e-08,"Bmp7/Col1a1/Fgf15/Hand2/Isl1/Msx1/Msx2/Nog/Pax8/Aldh1a2/Snai2/Tbx2/Wnt4/Wnt7a/A2m/Grem1/Heyl/Tbx20/Bambi/Bcl9l/Wnt16",21
"GO:0006357","GO:0006357","regulation of transcription from RNA polymerase II promoter","58/242","1389/13233",1.0510604179229e-09,6.7345723074319e-08,4.88446010980154e-08,"Bmp3/Aebp1/Alx4/Barx2/Bmp7/Cux2/Ecm1/Nr2f1/Evx1/Fgf4/Fgfr3/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hoxa13/Id1/Id2/Id3/Isl1/Lum/Smad6/Smad7/Msx1/Msx2/Myf5/Nbl1/Nkx3-1/Nog/Pax1/Pax8/Pax9/Peg3/Snai2/Cpeb3/Tbx2/Tbx3/Stox1/Agap2/Wnt7a/Wt1/Grem1/Irf5/Zfp354b/Lmcd1/Olig2/Irf7/Smad9/Heyl/Tbx20/Prdm16/Zcchc12/Zbtb4/Bhlhe41/Bcl9l/Sp6",58
"GO:0035107","GO:0035107","appendage morphogenesis","17/242","145/13233",1.19593991917952e-09,7.38920021493061e-08,5.35924956263905e-08,"Alx3/Alx4/Bmp7/Evx2/Fgf4/Hand2/Hoxa13/Msx1/Msx2/Nog/Aldh1a2/Prrx2/Tbx2/Tbx3/Wnt7a/Cyp26b1/Grem1",17
"GO:0035108","GO:0035108","limb morphogenesis","17/242","145/13233",1.19593991917952e-09,7.38920021493061e-08,5.35924956263905e-08,"Alx3/Alx4/Bmp7/Evx2/Fgf4/Hand2/Hoxa13/Msx1/Msx2/Nog/Aldh1a2/Prrx2/Tbx2/Tbx3/Wnt7a/Cyp26b1/Grem1",17
"GO:0060429","GO:0060429","epithelium development","41/242","798/13233",1.47481003676594e-09,8.83869583955231e-08,6.41054179540393e-08,"Alx4/Barx1/Barx2/Bmp7/Cobl/Dlx3/Fgfr3/Fgfr4/Gata3/Gata4/Gata5/Gata6/Hand1/Hand2/Hhip/Hoxa13/Id1/Id2/Id3/Igfbp5/Msx1/Msx2/Myf5/Nkx3-1/Nog/Pax1/Pax8/Aldh1a2/Snai2/Tbx2/Tbx3/Stox1/Agap2/Wnt4/Wnt7a/Wt1/Cyp26b1/Grem1/Tbx20/Atoh8/Wnt16",41
"GO:0048762","GO:0048762","mesenchymal cell differentiation","17/242","147/13233",1.48163109449143e-09,8.83869583955231e-08,6.41054179540393e-08,"Bmp7/Col1a1/Fgf15/Hand2/Isl1/Msx1/Msx2/Nog/Aldh1a2/Snai2/Wnt4/Grem1/Heyl/Tbx20/Bambi/Bcl9l/Wnt16",17
"GO:0023051","GO:0023051","regulation of signaling","72/242","1964/13233",1.833321916439e-09,1.0751345476066e-07,7.797751023712e-08,"Unc5b/Bmp3/Chrna3/Adra1a/Barx1/Bmp7/Car7/Clu/Col1a1/Cux2/Dmpk/Ecm1/Fgf15/Fgf4/Fgfr3/Fgfr4/Gata3/Gata4/Gata6/Gdf10/Hand2/Hhip/Hoxa13/Id1/Igfbp5/Il15/Isl1/Blnk/Smad6/Smad7/Msx1/Msx2/Nbl1/Ngf/Nkx3-1/Nog/Ntsr1/Oprk1/Pax8/Rgs5/Prrx2/Sct/Scg5/Slc1a3/Snai2/Cpeb3/Abcc8/Stox1/Agap2/Tle2/Trh/Wnt4/Wnt7a/Cyp26b1/Grem1/Dusp5/Nfkbid/Shank1/Amot/Lmcd1/Lgr6/Grb14/Irf7/Rasa4/Heyl/Cacna2d2/Lgi1/Tbx20/Bambi/Prdm16/Bcl9l/Wnt16",72
